"genus","species","sample_start_date","sample_end_date","sample_value","sample_unit","sample_sex","sample_stage","sample_location","sample_lat_dd","sample_long_dd","sample_name","species_id_method","location_description"
"Culex","pipiens",2017-06-25,2017-07-01,200,"pool size","female","adult","Polesine Zibello",45.016667,10.083333,"WN015A_12396","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-25,2017-07-01,200,"pool size","female","adult","Polesine Zibello",45.016667,10.083333,"WN015A_12395","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-25,2017-07-01,200,"pool size","female","adult","Polesine Zibello",45.016667,10.083333,"WN015A_12394","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-25,2017-07-01,150,"pool size","female","adult","Piacenza",45.047778,9.700556,"WN004A_12393","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-25,2017-07-01,200,"pool size","female","adult","Piacenza",45.047778,9.700556,"WN004A_12392","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-25,2017-07-01,200,"pool size","female","adult","Piacenza",45.047778,9.700556,"WN004A_12391","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-25,2017-07-01,143,"pool size","female","adult","Calendasco",45.083333,9.6,"WN003A_12390","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-25,2017-07-01,136,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA10_12389","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-25,2017-07-01,51,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA02_12388","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,163,"pool size","female","adult","San Cesario Sul Panaro",44.561389,11.033889,"WN092A_12387","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","San Cesario Sul Panaro",44.561389,11.033889,"WN092A_12386","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,141,"pool size","female","adult","Formigine",44.607222,10.933333,"WN090A_12385","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","Formigine",44.607222,10.933333,"WN090A_12384","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","Formigine",44.607222,10.933333,"WN090A_12383","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","Nonantola",44.678056,11.042222,"WN078A_12382","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,197,"pool size","female","adult","Modena",44.646944,10.925556,"WN077A_12381","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","Modena",44.646944,10.925556,"WN077A_12380","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","Modena",44.646944,10.925556,"WN077A_12379","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","Modena",44.646944,10.925556,"WN077A_12378","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","Modena",44.646944,10.925556,"WN077A_12377","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","Modena",44.646944,10.925556,"WN077A_12376","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,31,"pool size","female","adult","San Prospero",44.783333,11.016667,"WN060A_12375","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","San Prospero",44.783333,11.016667,"WN060A_12374","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","San Prospero",44.783333,11.016667,"WN060A_12373","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,27,"pool size","female","adult","Carpi",44.783333,10.883333,"WN059A_12372","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","Carpi",44.783333,10.883333,"WN059A_12371","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","Carpi",44.783333,10.883333,"WN059A_12370","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","Carpi",44.783333,10.883333,"WN059A_12369","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","Mirandola",44.886667,11.066667,"WN043A_12368","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,133,"pool size","female","adult","Mirandola",44.886667,11.066667,"WN043A_12367","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","Mirandola",44.886667,11.066667,"WN043A_12366","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","Mirandola",44.886667,11.066667,"WN043A_12365","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","Mirandola",44.886667,11.066667,"WN043A_12364","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","Mirandola",44.886667,11.066667,"WN043A_12363","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","Mirandola",44.886667,11.066667,"WN043A_12362","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,11,"pool size","female","adult","Mirandola",44.886667,11.066667,"WN042A_12361","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","Mirandola",44.886667,11.066667,"WN042A_12360","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","Mirandola",44.886667,11.066667,"WN042A_12359","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,33,"pool size","female","adult","Ravenna",44.416111,12.201667,"WN124A_12358","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","Ravenna",44.416111,12.201667,"WN124A_12357","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","Ravenna",44.416111,12.201667,"WN124A_12356","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,143,"pool size","female","adult","Ravenna",44.416111,12.201667,"WN114A_12355","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,164,"pool size","female","adult","Fusignano",44.466667,11.966667,"WN113A_12354","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,81,"pool size","female","adult","Lugo",44.416667,11.916667,"WN112A_12353","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,87,"pool size","female","adult","Argenta",44.615278,11.833333,"WN101A_12352","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,122,"pool size","female","adult","Argenta",44.615278,11.833333,"WN099A_12351","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,21,"pool size","female","adult","Anzola Emilia",44.547222,11.195556,"BONORD09_12350","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,33,"pool size","female","adult","Sala Bolognese",44.616667,11.25,"BONORD07_12349","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","Sala Bolognese",44.616667,11.25,"BONORD07_12348","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,85,"pool size","female","adult","Terre Del Reno",44.808124,11.405098,"WN063A_12347","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","Terre Del Reno",44.808124,11.405098,"WN063A_12346","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","Terre Del Reno",44.808124,11.405098,"WN063A_12345","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","Terre Del Reno",44.808124,11.405098,"WN063A_12344","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,178,"pool size","female","adult","Goro",44.85,12.3,"WN052A_12343","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","Goro",44.85,12.3,"WN052A_12342","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,53,"pool size","female","adult","Fiscaglia",44.270833,11.934722,"WN050A_12341","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","Fiscaglia",44.270833,11.934722,"WN050A_12340","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,78,"pool size","female","adult","Jolanda Di Savoia",44.883333,11.983333,"WN049A_12339","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","Jolanda Di Savoia",44.883333,11.983333,"WN049A_12338","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","Jolanda Di Savoia",44.883333,11.983333,"WN049A_12337","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,39,"pool size","female","adult","Copparo",44.9,11.833333,"WN048A_12336","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","Copparo",44.9,11.833333,"WN048A_12335","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","Copparo",44.9,11.833333,"WN048A_12334","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","Copparo",44.9,11.833333,"WN048A_12333","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,113,"pool size","female","adult","Bondeno",44.883333,11.416667,"WN045A_12332","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","Bondeno",44.883333,11.416667,"WN045A_12331","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,146,"pool size","female","adult","Finale Emilia",44.833333,11.283333,"WN044B_12330","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","Finale Emilia",44.833333,11.283333,"WN044B_12329","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","Finale Emilia",44.833333,11.283333,"WN044B_12328","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","Finale Emilia",44.833333,11.283333,"WN044B_12327","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","Finale Emilia",44.833333,11.283333,"WN044B_12326","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","Finale Emilia",44.833333,11.283333,"WN044B_12325","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","Finale Emilia",44.833333,11.283333,"WN044B_12324","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","Finale Emilia",44.833333,11.283333,"WN044B_12323","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,181,"pool size","female","adult","Mesola",44.916667,12.233333,"WN030A_12322","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,65,"pool size","female","adult","Berra",44.983333,11.966667,"WN029A_12321","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,61,"pool size","female","adult","Berra",44.983333,11.966667,"WN028A_12320","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","Berra",44.983333,11.966667,"WN028A_12319","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","Berra",44.983333,11.966667,"WN028A_12318","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,10,"pool size","female","adult","Ro",44.933333,11.75,"WN027A_12317","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,51,"pool size","female","adult","Bondeno",44.883333,11.416667,"WN024A_12316","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,121,"pool size","female","adult","Cortemaggiore",45,9.933333,"WN014A_12315","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","Cortemaggiore",45,9.933333,"WN014A_12314","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","Cortemaggiore",45,9.933333,"WN014A_12313","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","Cortemaggiore",45,9.933333,"WN014A_12312","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,147,"pool size","female","adult","Cadeo",44.966667,9.833333,"WN013A_12311","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,120,"pool size","female","adult","Castelvetro Piacentino",45.1,9.983333,"WN006A_12310","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","Castelvetro Piacentino",45.1,9.983333,"WN006A_12309","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","Castelvetro Piacentino",45.1,9.983333,"WN006A_12308","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","Castelvetro Piacentino",45.1,9.983333,"WN006A_12307","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","Castelvetro Piacentino",45.1,9.983333,"WN006A_12306","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","Castelvetro Piacentino",45.1,9.983333,"WN006A_12305","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","Castelvetro Piacentino",45.1,9.983333,"WN006A_12304","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","Castelvetro Piacentino",45.1,9.983333,"WN006A_12303","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","Castelvetro Piacentino",45.1,9.983333,"WN006A_12302","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","Castelvetro Piacentino",45.1,9.983333,"WN006A_12301","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,124,"pool size","female","adult","Caorso",45.05,9.866667,"WN005A_12300","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","Caorso",45.05,9.866667,"WN005A_12299","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","Crevalcore",44.716667,11.15,"BONORD02_12298","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,83,"pool size","female","adult","Crevalcore",44.716667,11.15,"BONORD01_12297","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","Crevalcore",44.716667,11.15,"BONORD01_12296","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","Crevalcore",44.716667,11.15,"BONORD01_12295","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-18,2017-06-24,200,"pool size","female","adult","Crevalcore",44.716667,11.15,"BONORD01_12294","morphological","Emilia-Romagna"
"Culex","pipiens",2016-10-14,2016-10-20,8,"pool size","female","adult","Budrio",44.55,11.533333,"WN109A_12293","morphological","Emilia-Romagna"
"Culex","pipiens",2016-10-14,2016-10-20,12,"pool size","female","adult","Copparo",44.9,11.833333,"WN048A_12292","morphological","Emilia-Romagna"
"Culex","pipiens",2016-10-14,2016-10-20,12,"pool size","female","adult","Ferrara",44.839167,11.6175,"WN047B_12291","morphological","Emilia-Romagna"
"Culex","pipiens",2016-10-14,2016-10-20,7,"pool size","female","adult","Ferrara",44.839167,11.6175,"WN046A_12290","morphological","Emilia-Romagna"
"Culex","pipiens",2016-10-14,2016-10-20,20,"pool size","female","adult","Baricella",44.65,11.533333,"WN082B_12289","morphological","Emilia-Romagna"
"Culex","pipiens",2016-10-14,2016-10-20,7,"pool size","female","adult","Modena",44.646944,10.925556,"WN077A_12288","morphological","Emilia-Romagna"
"Culex","pipiens",2016-10-14,2016-10-20,9,"pool size","female","adult","San Martino In Rio",44.733333,10.783333,"WN076A_12287","morphological","Emilia-Romagna"
"Culex","pipiens",2016-10-14,2016-10-20,4,"pool size","female","adult","San Prospero",44.783333,11.016667,"WN060A_12286","morphological","Emilia-Romagna"
"Culex","pipiens",2016-10-14,2016-10-20,4,"pool size","female","adult","Carpi",44.783333,10.883333,"WN059A_12285","morphological","Emilia-Romagna"
"Culex","pipiens",2016-10-14,2016-10-20,45,"pool size","female","adult","Finale Emilia",44.833333,11.283333,"WN044B_12284","morphological","Emilia-Romagna"
"Culex","pipiens",2016-10-14,2016-10-20,8,"pool size","female","adult","Mirandola",44.886667,11.066667,"WN042A_12283","morphological","Emilia-Romagna"
"Culex","pipiens",2016-10-14,2016-10-20,87,"pool size","female","adult","Novi Di Modena",44.883333,10.9,"WN041A_12282","morphological","Emilia-Romagna"
